"_id","_rev","roomRef","joined","LPG_MQ9_Level","CH4_MQ9_Level","CO_MQ9_Level","CO_MQ135_Level","Alcool_MQ135_Level","CO2_MQ135_Level","Toluen_MQ135_Level","MH4_MQ135_Level","Aceton_MQ135_Level","O3_MQ131_Level","Temperatura_Level","Humidade_Level","QualityAirConcept","CO_MQ9_Level_IQAR","CO_MQ135_Level_IQAR","O3_MQ131_Level_IQAR","CalcHeatIndex","TargetConcept"
"7b00e02e-e907-48a3-b89a-a8034b845497","2-193f4dfc287bf0bbdfc7a6347fe9abe5","sensor_001-room:001","01/03/24,17:56",5.3,7.47,2.76,4696.85,404.33,489.97,270.03,370.21,200.2,4.67,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"7b1622aa-5021-415d-a414-e1bd16b6f48b","2-eca3b8fb65df9ebb16c56c3142e176bd","sensor_001-room:001","01/03/24,17:59",5.31,7.5,2.77,4911.37,419.18,506.14,280.79,380.74,208,4.66,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"7b2555ac-e7d5-43fe-8289-7241e4a384ae","2-e0d514c9a7a9b8beb5d1417088bce64b","sensor_001-room:001","01/03/24,17:26",4.63,6.35,2.41,3430.32,313.69,389.91,205.11,303.9,152.99,4.44,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"7b2874a4-0c83-422d-8e72-92276fd7c5fa","2-d791d7fa055708b39af2cb29c6f76144","sensor_001-room:001","01/03/24,17:29",4.94,6.86,2.57,3681.03,332.08,410.43,218.17,317.66,162.51,4.49,,,"Péssima",13.333333333333334,400,1.6,,"Não encontrado"
"7cc80e12-c2cd-4c1c-b7cb-44f4d0bcd716","1-e6433a44761de11c3a34961d389e8131","sensor_002-room:002","29/02/24,17:29",6.38,9.35,3.34,1.5,0.61,1.41,0.24,2.36,0.2,4.76,32.3,71,"Boa",13.333333333333334,8.88888888888889,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"7e0d5a31-ccf1-4254-b3f8-db910a2054a2","2-db97fbce3193fad91b41b9d5c5542087","sensor_001-room:001","01/03/24,16:55",4.52,6.16,2.35,4396.36,383.3,466.98,254.85,355.15,189.19,4.54,,,"Péssima",8.88888888888889,400,2,,"Não encontrado"
"7e486405-1e3d-47cd-83bb-5d7505dda4e3","2-d9ccadb3162b2a38b65f5e249e2af110","sensor_001-room:001","01/03/24,16:42",4.26,5.73,2.21,3702.69,333.66,412.18,219.3,318.84,163.33,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"7ed37e14-ca79-44f2-8fbd-491bb19afffe","2-103cf254db9c97bacdae1a84bf29f80a","sensor_001-room:001","01/03/24,16:43",4.3,5.81,2.23,3645.18,329.47,407.52,216.31,315.72,161.16,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"7f0a2f3d-781a-436b-8785-a540aed30493","1-e68122ec7c92bcc2010b3a025f1b4bd1","sensor_002-room:002","29/02/24,18:44",6.38,9.35,3.34,1.63,0.65,1.5,0.25,2.49,0.22,4.76,32.3,71,"Boa",13.333333333333334,8.88888888888889,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"7f719a62-989d-49f3-a31e-4dd347b264dd","2-5688df326414061241cf36e70d41ffd8","sensor_001-room:001","01/03/24,17:16",4.12,5.51,2.14,2531.34,245.41,312.62,157.22,251.08,117.96,4.22,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"7fb59e67-e160-4b20-9e29-9d3c7a643396","2-6ccce8324d83610f2b5f07fa92a3e417","sensor_001-room:001","01/03/24,16:11",3.09,3.88,1.59,3988.13,354.29,435.04,234.02,334.06,174.05,4.24,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"7ff18261-787a-489a-a62e-dc59c9895763","1-e58cccac9cb6bf660cf11ac2ddec2fab","sensor_002-room:002","29/02/24,13:01",11.08,18.25,5.89,5.35,1.7,3.55,0.72,5.24,0.61,6.78,17.9,64,"Boa",26.666666666666668,22.22222222222222,2.8000000000000003,12.398000000000003,"Não encontrado"
"7ff66352-26df-481e-80f9-5f09a7444085","2-caae36780b6b84247e0ae86cb704ccd8","sensor_001-room:001","01/03/24,17:38",5.38,7.62,2.81,4422.1,385.12,468.97,256.16,356.46,190.13,4.7,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"7ffee9df-be73-468a-ae4d-4479038c3b08","1-d39174945bec50f7af51737de1386268","sensor_002-room:002","29/02/24,15:53",7.62,11.6,4.01,2.82,1.01,2.23,0.41,3.51,0.35,5.15,31.3,73,"Boa",17.77777777777778,13.333333333333334,2,39.40094385767382,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"80901540-803e-4285-ab0f-e4d5d5af0f1b","1-b08981f9cfc4aa94e87d5f3061210d2c","sensor_001-room:001","01/03/24,15:12",2.72,3.33,1.39,4.76,1.54,3.26,0.65,4.87,0.55,3.79,,,"Boa",4.444444444444445,22.22222222222222,1.6,,"Não encontrado"
"80c5fbe5-45a2-4c44-aac1-6c74584cd635","2-a250bd13dae90945a25f5686816d9a86","sensor_001-room:001","01/03/24,17:54",5.25,7.38,2.73,4286.48,375.55,458.47,249.27,349.55,185.13,4.62,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"81e856f2-9ece-4db1-be85-5440eecbe009","1-631323cdade39707812cad7cee26c3ad","sensor_002-room:002","29/02/24,17:14",10.87,17.84,5.78,2.51,0.92,2.05,0.37,3.26,0.32,5.88,31.8,71,"Boa",26.666666666666668,13.333333333333334,2.4000000000000004,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"822019d9-7fb3-474c-93b5-52899d6e57d7","1-93119439d128851c64d9c190b95fee28","sensor_002-room:002","29/02/24,14:07",6.91,10.31,3.63,1.93,0.74,1.69,0.29,2.76,0.25,4.91,30.8,74,"Boa",17.77777777777778,8.88888888888889,2,38.26408044994723,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"82552315-2ce0-4486-b874-caacada4bc03","2-2a38a1189d08e3a75868de3224f33443","sensor_001-room:001","01/03/24,17:23",4.65,6.37,2.42,3450.57,315.19,391.58,206.17,305.02,153.77,4.44,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"82eeb33b-bf6e-451a-aba7-444b8e6a021a","2-a54ac72eb3d43c3d11724fda34154355","sensor_001-room:001","01/03/24,16:35",4.05,5.39,2.1,3673.83,331.56,409.84,217.8,317.27,162.24,4.37,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"83252deb-896f-4302-8d94-f8a85bd00b2f","2-977d8a1c427d7a1bec607c2c31d65e76","sensor_001-room:001","01/03/24,17:05",3.99,5.3,2.07,2806.08,266.71,336.94,172.05,267.87,128.83,4.22,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"837dc4de-d616-470e-8a9f-a2424c074d25","2-d8b080135fdc44e0ded0b123d6438540","sensor_001-room:001","01/03/24,16:43",4.32,5.83,2.24,3724.49,335.25,413.94,220.42,320.02,164.16,4.4,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"83b53c9c-f8e2-478e-9678-226e538ef0d5","1-49e385969b19ac5df3972e47f1e9005d","sensor_002-room:002","29/02/24,17:54",6.34,9.29,3.32,1.48,0.6,1.4,0.23,2.34,0.2,4.72,32.3,71,"Boa",13.333333333333334,4.444444444444445,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"845e5a45-2e0e-4273-a3da-cf10d0a1cc64","1-8c2b1d6be20fbe07169c16f037c92ab0","sensor_002-room:002","29/02/24,16:58",7.8,11.93,4.11,2.09,0.79,1.79,0.31,2.9,0.27,5.18,31.8,71,"Boa",17.77777777777778,8.88888888888889,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"8465aeaa-b1b2-49f6-9a6a-f89646ac1a6e","1-30c9e90d2e0044e2205b0d757e183d5a","sensor_002-room:002","29/02/24,14:02",6.99,10.45,3.67,2.1,0.8,1.8,0.32,2.91,0.27,4.98,30.2,73,"Boa",17.77777777777778,8.88888888888889,2,36.310405378073796,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"853de25c-e47b-469f-8d1d-8c5885687498","2-58900230145811a65225a6dd4d0d90f7","sensor_001-room:001","01/03/24,16:01",12.99,22.14,6.94,55.92,11.28,19.56,5.59,22.9,4.52,6.55,,,"Péssima",31.111111111111114,400,2.8000000000000003,,"Não encontrado"
"85431c05-17be-48ad-ac50-109f45a83cd1","2-13b37d8c120e6d3e2e68fc123e65b6ce","sensor_001-room:001","01/03/24,16:57",4.84,6.7,2.52,4517.75,391.83,476.32,261,361.28,193.65,4.63,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"85f42cbd-ef86-4c3c-9114-acb63f043349","2-5f56ccdda6da47d92270067b5e14fce1","sensor_001-room:001","01/03/24,16:31",3.89,5.14,2.01,4615.42,398.66,483.78,265.93,366.17,197.22,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"8645cc31-985e-48a1-90f7-f956f3f063d7","2-7435a711076ce1bbccc511bcce212865","sensor_001-room:001","01/03/24,16:53",4.4,5.96,2.28,4130.66,364.48,446.29,241.32,341.51,179.36,4.41,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"87ea3a8b-43a1-443f-a594-1463581671fc","2-e7899bb7c50ed2c303117a05c8c78ad2","sensor_001-room:001","01/03/24,17:25",4.71,6.48,2.45,3645.18,329.47,407.52,216.31,315.72,161.16,4.46,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"8830bdfa-888d-4ace-8106-34a2ec579e6e","1-702b0a1f1974ac040583c560d03d2d4b","sensor_002-room:002","29/02/24,18:29",6.36,9.32,3.33,2.85,1.02,2.25,0.41,3.53,0.35,4.79,32.3,71,"Boa",13.333333333333334,13.333333333333334,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"888575ec-03dd-408f-8034-b54ae4101d73","2-48ddbfe26fe809034e2c6d41d0a9f2ee","sensor_001-room:001","01/03/24,16:52",4.62,6.32,2.4,4146.8,365.63,447.56,242.15,342.35,179.96,4.43,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"88b32679-8889-437a-9d0a-4c6e640fccdb","2-8fca9462681e12e0e3cf783e4e1949b3","sensor_001-room:001","01/03/24,16:59",5.3,7.47,2.76,4940.05,421.16,508.29,282.22,382.14,209.04,4.76,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"88e5382d-13d2-4f91-a938-ecbdb108a7b1","1-4341b7fbae4c9c2da848aab52b627bfd","sensor_002-room:002","29/02/24,14:12",6.97,10.41,3.66,1.87,0.73,1.66,0.29,2.71,0.25,4.94,29.8,75,"Boa",17.77777777777778,8.88888888888889,2,35.757227789305055,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"892c3d03-fa5e-4848-8885-a65f62907c50","1-2660d2a0f712e639c5f402cd99bf374b","sensor_001-room:001","01/03/24,12:46",12.61,21.34,6.73,,,,,,,4.42,,,"Boa",31.111111111111114,0,1.6,,"Não encontrado"
"8a022391-1321-4fd9-9ad1-670f1a4f628c","2-28f0f82abc0d44f3c56bf040a0b2f0bb","sensor_001-room:001","01/03/24,17:21",4.4,5.96,2.28,3337.34,306.81,382.2,200.24,298.7,149.44,4.39,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"8a272361-83d9-460f-8a8d-9761808ab706","2-1bbf1ec38b60aaf3afc832a818c5e00c","sensor_001-room:001","01/03/24,16:27",3.83,5.04,1.98,4597.51,397.41,482.42,265.03,365.27,196.57,4.39,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"8a60b708-076c-4f8c-9ed8-0493f4579c89","1-50b142f55500b993acfb62acc225d218","sensor_001-room:001","01/03/24,15:42",8.91,14.01,4.71,3.56,1.22,2.64,0.5,4.06,0.43,6.32,28,69,"Boa",22.22222222222222,17.77777777777778,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"8b5427d0-1290-402c-8f2e-e91f2ac79add","1-ae9e8fa289d53e5c764f8e9225252ae3","sensor_002-room:002","29/02/24,17:08",10.03,16.18,5.32,2.31,0.86,1.93,0.34,3.09,0.3,5.63,31.8,71,"Boa",22.22222222222222,8.88888888888889,2.4000000000000004,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"8b821801-4af8-4eab-a8f9-b99728fffac2","2-d6b254349824b1c550bc106fcfdeae9e","sensor_001-room:001","01/03/24,17:05",3.99,5.3,2.07,2561.67,247.79,315.34,158.87,252.97,119.17,4.18,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"8c0d3bba-53ed-45da-80b4-510959c0a382","2-00cddd8ef62b27a93d33bf5452ecedd1","sensor_001-room:001","01/03/24,17:13",4.12,5.51,2.14,2268.76,224.64,288.7,142.85,234.39,107.41,4.22,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"8dc9cfb1-a82b-4762-9ef0-efbbff4ea40d","2-b832f1c5e5d4060657ab0e6d61be8461","sensor_001-room:001","01/03/24,17:37",5.54,7.89,2.89,4413.5,384.51,468.3,255.72,356.02,189.82,4.78,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"8ec9c8f9-194f-419b-8804-b1038686ca47","2-1d0b8c1977dc7221a13c51c19120f6e3","sensor_001-room:001","01/03/24,17:24",4.65,6.37,2.42,3484.57,317.69,394.38,207.95,306.91,155.06,4.46,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"8fe7368e-21fd-492f-a8ac-d5cc1bcfc97a","1-41d562cd823abc3c58508a84563e4e41","sensor_001-room:001","01/03/24,15:59",7.25,10.91,3.81,4.31,1.42,3.04,0.59,4.58,0.5,5.82,25.3,70,"Boa",17.77777777777778,17.77777777777778,2.4000000000000004,20.819999999999997,"Não encontrado"
"90227fa0-8419-4b20-a3dd-25d2bf41c842","1-f4b10e0bf850de4e499a7e809c960380","sensor_002-room:002","29/02/24,16:23",7.88,12.09,4.16,3.44,1.19,2.57,0.49,3.97,0.42,5.2,31.3,73,"Boa",17.77777777777778,13.333333333333334,2,39.40094385767382,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"9086c53c-367d-46a2-a714-95e272af78fa","2-33d378f64d92bff52fb5df257522b0d7","sensor_001-room:001","01/03/24,16:36",4.23,5.68,2.19,3957.11,352.06,432.58,232.43,332.43,172.89,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"930d90ec-6dc1-4dc5-bce4-40ea1d5cfb1a","1-fa70a5dc25297258b2e8bcb61671329b","sensor_001-room:001","01/03/24,11:47",6.85,10.2,3.6,3.8,1.29,2.77,0.53,4.23,0.45,5.64,60.1,98,"Boa",17.77777777777778,17.77777777777778,2.4000000000000004,331.82191455180885,"Não encontrado"
"93acee3a-f8b3-44db-9429-8f4d40e43e37","1-ed694091e545faddb926e05f2de8e5e5","sensor_001-room:001","01/03/24,15:45",10.13,16.39,5.38,3.64,1.24,2.68,0.51,4.11,0.44,6.65,28,69,"Boa",22.22222222222222,17.77777777777778,2.8000000000000003,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"93ba2f10-0754-4d08-bda4-9b213c01fdde","2-c3d1d8b457a9c9f7d099f459b3d654b7","sensor_001-room:001","01/03/24,16:14",3.2,4.06,1.65,3995.92,354.85,435.66,234.42,334.47,174.34,4.28,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"93ebdc3b-a4e8-45cf-96d3-b4bab9dff9f1","1-5c1f0711c71ee072099b84a86ee0f145","sensor_001-room:001","01/03/24,16:00",18.84,34.73,10.16,15.78,4.06,7.8,1.85,10.34,1.53,8.35,25.8,70,"Péssima",41,201,3.2,21.369999999999997,"Não encontrado"
"94646238-2ee0-4950-8091-730f2df46528","2-db039d81d27b2c6c07ad2184161f7e9e","sensor_001-room:001","01/03/24,13:56",8.57,13.37,4.53,16836.52,1133.9,1239.44,825.22,825.51,596.92,4.62,,,"Péssima",22.22222222222222,400,2,,"Não encontrado"
"963ca9c1-fa0c-47c1-aabb-3cce54d4bae4","2-9c902fe7fd49284d06f84135e143d04b","sensor_001-room:001","01/03/24,17:02",5.82,8.36,3.04,5812.87,480.31,572.11,325.41,423.26,240.26,4.91,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"992939db-ebd5-4a53-8167-938391138160","2-96b6bf93a202b52e2f96c91315340ca4","sensor_001-room:001","01/03/24,16:13",3.16,4,1.63,4082.61,361.05,442.51,238.86,339.01,177.57,4.28,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"99f8f410-9c40-4c3d-bb20-498457e54a1b","2-8a83de1d30d9e6a7e1676eff7eedf4f2","sensor_001-room:001","01/03/24,18:03",5.76,8.26,3.01,5400.77,452.61,542.33,305.13,404.15,225.61,4.78,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"9adc3b03-5a78-439e-a957-411a6befaad4","2-8c158709ca56bbd069f4c95846340a38","sensor_001-room:001","01/03/24,17:50",5.16,7.23,2.69,4278.14,374.96,457.82,248.84,349.12,184.82,4.58,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"9d2973f8-b855-42ad-87e8-2c6accc7a47d","2-4d9646f53e5597603e2942d9165cfacd","sensor_001-room:001","01/03/24,17:03",3.9,5.16,2.02,3103.15,289.3,362.51,187.89,285.35,140.42,4.2,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"9dce2662-803a-4854-991e-3c8ccfdc8558","2-49180720b7fcdfb2a496a66573972e07","sensor_001-room:001","01/03/24,17:17",4.27,5.76,2.22,2989.11,280.68,352.78,181.83,278.72,135.99,4.31,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"9e03e091-3bd7-453d-9b29-4e3a6d4d6784","2-a3085f43a2198a2b2a54d5e65a206d35","sensor_001-room:001","01/03/24,17:58",5.51,7.83,2.88,4816.96,412.66,499.05,276.06,376.13,204.57,4.71,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"9ebb9c6d-5b11-4649-b353-3a0c99ea4807","2-2e32dea3f9a44ea1343f7e62b75f5e0c","sensor_001-room:001","01/03/24,16:47",4.63,6.35,2.41,4042.98,358.22,439.38,236.83,336.94,176.1,4.5,,,"Péssima",8.88888888888889,400,2,,"Não encontrado"
"9eeb5c22-8b76-40c6-b9f5-dde16e489416","1-aad43e3b7294acb75e9b02d7726c4812","sensor_001-room:001","01/03/24,16:01",6.08,8.82,3.18,34.22,7.59,13.69,3.64,16.82,2.97,5.08,,,"Péssima",13.333333333333334,306.3529411764706,2,,"Não encontrado"
"9f4fc65e-3111-41df-b2fc-cf287b32fd53","2-efba7dbd6b6b875e6ef9253011acb3e7","sensor_001-room:001","01/03/24,17:14",4.06,5.42,2.1,2423,236.89,302.84,151.31,244.28,113.63,4.24,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"9f892760-1900-4ef3-9107-8f6f5a3294aa","1-40917baacec2ed24e882a66ee3b87b22","sensor_002-room:002","29/02/24,13:42",6.99,10.45,3.67,2.4,0.89,1.98,0.36,3.17,0.3,5.17,29.3,76,"Boa",17.77777777777778,8.88888888888889,2,34.669135328447254,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"a0ade091-b0cc-4b27-9ed0-e8b0e4330c98","2-b5bc48278277d58276375e38148d9444","sensor_001-room:001","01/03/24,18:02",5.69,8.14,2.97,5538.43,461.9,552.34,311.92,410.59,230.52,4.78,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"a141d932-a383-411e-a46f-8e151335b72f","1-6c5a2cf3abd7a815e63543d17ab71b40","sensor_001-room:001","01/03/24,16:00",19.72,36.7,10.65,14.58,3.81,7.36,1.72,9.84,1.43,8.79,25.8,70,"Muito Ruim",80,200,3.6,21.369999999999997,"Não encontrado"
"a1708980-1d56-4c71-929b-e38e7d8757a8","1-c9191d37c2d9a69bed361b130d45e816","sensor_002-room:002","29/02/24,14:17",6.93,10.34,3.64,1.86,0.72,1.64,0.28,2.7,0.24,4.93,30.2,74,"Boa",17.77777777777778,8.88888888888889,2,36.579356690747176,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"a26869b5-0403-464f-9a69-bf7d520b9dde","1-66d57679c23799b623097c03a008b3ce","sensor_002-room:002","29/02/24,14:27",7.07,10.59,3.71,1.93,0.75,1.7,0.29,2.77,0.25,4.94,30.8,74,"Boa",17.77777777777778,8.88888888888889,2,38.26408044994723,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"a2c482b8-d2ff-46e1-adab-7b604667d38d","2-724f9b4656ed16fe949b6858acec11d7","sensor_001-room:001","01/03/24,17:42",4.96,6.89,2.58,3443.81,314.69,391.02,205.82,304.65,153.51,4.53,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"a315f90c-1c93-4abc-b251-d3cd10a13581","2-c1e7ebdfb48981ccb94c8bd37d05633a","sensor_001-room:001","01/03/24,16:13",3.11,3.92,1.6,4106.57,362.76,444.4,240.09,340.26,178.46,4.26,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"a3554ba3-87df-43c0-a869-26b2f7779199","2-9f57ee02f0cba84ff38f2862b8186d79","sensor_001-room:001","01/03/24,16:07",3.1,3.9,1.59,4439.35,386.33,470.3,257.03,357.33,190.77,4.26,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"a46189cb-5976-4438-8550-a08a022dd899","2-7ae2614c8995f33593aa94f0b481963e","sensor_001-room:001","01/03/24,16:09",3.19,4.04,1.64,4606.46,398.03,483.1,265.48,365.72,196.9,4.29,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"a4853443-19d8-4fd5-9c74-cf2669b1d603","2-9588d9c87fb2c1a47c6d8cbe4e34927e","sensor_001-room:001","01/03/24,17:45",5.14,7.2,2.68,3926.32,349.85,430.13,230.84,330.8,171.74,4.59,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"a487e6e5-f11e-40fa-a3e5-4b261ab7f4e2","2-46d6f217487d57dd955dbf8bfd2d8925","sensor_001-room:001","01/03/24,16:29",4.09,5.46,2.12,4244.93,372.6,455.23,247.15,347.42,183.6,4.42,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"a5bc7639-9a6d-46e7-9da1-ae8740ab4341","1-57347310a9cfb2613e470d40e994f234","sensor_002-room:002","29/02/24,18:39",6.43,9.45,3.37,1.68,0.66,1.53,0.26,2.53,0.22,4.77,31.8,71,"Boa",13.333333333333334,8.88888888888889,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"a5f831e5-5ebd-4395-aac7-92ec411b9340","1-a0ea826ec511d2f9f40c79cdb6acea6b","sensor_002-room:002","29/02/24,13:52",6.99,10.45,3.67,2.09,0.79,1.8,0.32,2.91,0.27,5.09,30.2,74,"Boa",17.77777777777778,8.88888888888889,2,36.579356690747176,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"a64fd2ab-bc05-43b0-b9b9-1f955bacca15","2-2e6089a7f55d69c4fb01e0a95753f38f","sensor_001-room:001","01/03/24,16:17",3.29,4.19,1.69,3311.23,304.87,380.02,198.87,297.23,148.44,4.26,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"a72f0729-2e46-4f01-8a84-3e666d7d75e4","2-a1856c87a8ce63b752270de00fb13efb","sensor_001-room:001","01/03/24,17:00",5.58,7.95,2.91,5328.05,447.68,537.01,301.53,400.73,223.01,4.83,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"a74e149c-1dc5-4555-acd7-e36c05b24f00","1-195fd8b60c61052dcda3dee3ca1585b1","sensor_001-room:001","01/03/24,17:02",4.3,5.81,2.23,4379.28,382.1,465.66,253.98,354.28,188.56,4.37,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"a7689e8e-c425-4b32-a9ed-fea1c970e85e","1-b586637d48c43eac18e195c9b09b89b3","sensor_001-room:001","01/03/24,15:45",9.95,16.03,5.28,3.88,1.31,2.81,0.54,4.28,0.46,6.68,28,68,"Boa",22.22222222222222,17.77777777777778,2.8000000000000003,30.40584262041286,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"a7e00701-ab1f-4b58-b93e-03a8b6e5497f","1-8e1bfacf77b48b3ee2ea9a3f62b939db","sensor_001-room:001","01/03/24,15:43",9.11,14.4,4.82,3.49,1.2,2.6,0.49,4.01,0.42,6.28,28,69,"Boa",22.22222222222222,13.333333333333334,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"a89bda30-c5e7-4c2a-b5da-88e63d86a63a","1-5802ee61a0e1804deef20e8352e30858","sensor_001-room:001","01/03/24,16:56",5.35,7.56,2.79,4456.66,387.54,471.63,257.91,358.2,191.4,4.76,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"aa35cebd-e907-40fe-a556-9f8b73f6856a","1-4844668d9404aab89cae00ce4a4afe0e","sensor_002-room:002","29/02/24,18:24",6.4,9.38,3.35,1.62,0.65,1.49,0.25,2.47,0.22,4.79,32.3,71,"Boa",13.333333333333334,8.88888888888889,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"aa6e6508-8948-4810-a625-2072f8ed3002","1-2cfc6f48a9c4790378f11acc4497c419","sensor_002-room:002","29/02/24,18:19",6.54,9.64,3.43,2.26,0.85,1.9,0.34,3.05,0.29,4.79,32.3,71,"Boa",13.333333333333334,8.88888888888889,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"aacfa3d7-858f-4f21-8334-0cafacabd1bd","1-1be1fe9aa1f113f93e7829e2b1d52799","sensor_001-room:001","01/03/24,14:31",8.57,13.37,4.53,9137.7,692.14,794.85,483.42,562.34,353.83,4.55,,,"Boa",22.22222222222222,0,2,,"Não encontrado"
"aca185a7-1174-4855-9cf0-85d9e65ab1cc","1-687bd43269292515368e872f2954ac11","sensor_001-room:001","01/03/24,17:51",5.11,7.15,2.66,4179.26,367.94,450.1,243.8,344.03,181.16,4.58,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"aca42db0-8fe8-45bf-9087-6bd8432a6372","1-ad8bd7ec3a2a4e11b7b9085b65ffa8a0","sensor_001-room:001","01/03/24,17:23",4.62,6.32,2.4,3240.42,299.59,374.1,195.14,293.22,145.72,4.44,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"acdfa19e-1a62-4601-9ba8-8eee641ee730","1-b76a8921f1456f064cf5048aed2117c9","sensor_002-room:002","29/02/24,16:08",7.9,12.13,4.17,3.06,1.08,2.37,0.44,3.69,0.38,5.17,31.3,73,"Boa",17.77777777777778,13.333333333333334,2,39.40094385767382,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
